UWB,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,updown
0.7231687068619768,0.8476215378388098,-0.8318261905880804,1.0673759396966118,-1.483317763266465,0.8162653962911561,0.3299989436271376,0
0.7231687068619768,-0.30576682099887204,0.6053081896785689,0.8713585930968846,-0.9610832034443642,0.7510010463527774,0.8501148378824035,0
0.7955707490993946,-0.30576682099887204,0.6053081896785689,0.8713585930968846,-0.9610832034443642,0.7510010463527774,0.8501148378824035,0
0.8679727913368123,2.5037317840977735,-0.9015154924735738,0.5201497965490364,-0.3539296345130336,0.9907357818209135,0.576363479844796,0
0.7666099237368078,2.5037317840977735,-0.9015154924735738,0.5201497965490364,-0.3539296345130336,0.9907357818209135,0.576363479844796,0
0.6652470561368036,-0.12396859721453804,-0.9450142033970718,0.7561632234036205,-0.32057951119189254,1.5157458690373173,-0.40885014352509585,0
0.6383447231989503,-0.12396859721453804,-0.9450142033970718,0.7561632234036205,-0.32057951119189254,1.5157458690373173,-0.40885014352509585,0
0.6114423902610973,0.15006152221098648,-0.6202507843795554,1.4308930712485566,0.01578609261162051,0.8222578894277924,0.06457593402335218,0
0.584540057323244,0.15006152221098648,-0.6202507843795554,1.4308930712485566,0.01578609261162051,0.8222578894277924,0.06457593402335218,0
0.5576377243853907,0.15006152221098648,-0.6202507843795554,1.4308930712485566,0.01578609261162051,0.8222578894277924,0.06457593402335218,0
0.5307353914475377,-0.6254404874629068,-0.005247437420701767,1.1042447998215805,-0.5526606490012747,1.2320197571605287,0.07067336241500148,0
0.5038330585096846,0.4930382591843276,-0.2604909876044607,0.5437422295988644,-0.39813700859401513,0.060310117207323384,0.2716233639117227,0
0.4902044248477384,-0.0704662822592046,1.1452308145917787,0.7836815594875741,0.1741471998816178,0.27768742712355243,0.5582361760101245,0
0.46475723821645,-0.0704662822592046,1.1452308145917787,0.7836815594875741,0.1741471998816178,0.27768742712355243,0.5582361760101245,0
0.4393100515851617,-0.31955424387609016,1.4248683200608017,0.5905118113627842,0.5637128003563384,0.2751224322230683,0.5583030374859105,0
0.41386286495387326,-0.31955424387609016,1.4248683200608017,0.5905118113627842,0.5637128003563384,0.2751224322230683,0.5583030374859105,0
0.38841567832258483,0.4802645878184024,1.5545356754664879,0.40396592532915876,0.7649386088995888,0.46437358048519184,0.5852365593950016,0
0.40289609806022786,0.7088725769370222,2.179127925280784,-0.0019101429263656403,0.82293739532953,0.09246634056237625,0.6931443596248352,0
0.41737651779787066,0.7088725769370222,2.179127925280784,-0.0019101429263656403,0.82293739532953,0.09246634056237625,0.6931443596248352,0
0.4318569375355137,0.3029946899627327,0.35861680181339767,0.19123539167679032,-0.3700567551882837,-0.33989797507594605,0.5559354363806543,0
0.40956844113678514,-0.6687196201174881,1.083970194667546,-0.15614939951667653,0.3236171591467563,-0.34480522485524595,0.9362257384070081,0
0.3872799447380568,-0.8474107608973002,0.02653184009653103,-0.021172864917997542,-0.24520106074438783,-0.16935694698473958,0.5643291257627924,0
0.3649914483393283,-0.23710394566303286,-0.2856288145874205,0.20740017202453462,-0.5046446535512785,-0.04009336279558968,0.09418023996852952,0
0.24531513071739486,-0.23710394566303286,-0.2856288145874205,0.20740017202453462,-0.5046446535512785,-0.04009336279558968,0.09418023996852952,0
0.12563881309546154,-0.09072917340986424,0.1393033688759361,-0.4513967297910016,-0.40722130672166507,-0.7644869091376303,0.11070686148862668,0
0.13577510408927174,-0.09072917340986424,0.1393033688759361,-0.4513967297910016,-0.40722130672166507,-0.7644869091376303,0.11070686148862668,0
0.14591139508308193,-0.6759860705308094,2.480030043935694,-0.26091857211826675,0.12325559033932425,-0.4152413006601894,0.2808531105506145,0
0.15604768607689212,0.15197450172985022,1.0675193985326663,-0.8524310340506887,0.16332860092199775,-1.2619742902298372,0.5982852456790874,0
0.16618397707070232,0.15197450172985022,1.0675193985326663,-0.8524310340506887,0.16332860092199775,-1.2619742902298372,0.5982852456790874,0
0.1763202680645125,-0.0599585947188912,-1.9921304801919084,-0.41885572286158057,0.7298447268505737,-0.7616001879056737,-0.1321225750154376,0
0.1534639330989186,-0.5031412124154079,-1.0535617978048586,-0.010895688908718192,0.14628036248153475,0.009979896307678813,-0.6041530668008019,0
0.13060759813332445,-0.5031412124154079,-1.0535617978048586,-0.010895688908718192,0.14628036248153475,0.009979896307678813,-0.6041530668008019,0
0.10775126316773054,0.5771519228471127,0.1897224933628192,-1.0605095582161226,0.5903297365277757,-0.363249997853753,-0.17470874762535377,0
0.10902894228127569,0.2700692520088145,-0.5417424138670881,-0.561598749867114,-0.18220166771940735,-0.6137485435225768,-0.24125436635070346,0
0.11030662139482095,-0.03636328464496901,-0.3422762265985324,-1.059144026725992,-0.659635113343997,-0.8230001602835866,-0.1400748798761922,0
0.11484949928213639,-0.03636328464496901,-0.3422762265985324,-1.059144026725992,-0.659635113343997,-0.8230001602835866,-0.1400748798761922,0
0.11939237716945172,0.4309743585412982,0.272869253784165,-1.1962771462157529,-0.4118692201762901,-0.8549252582409373,-0.1452894638834844,0
0.12393525505676706,0.09277393146137364,0.15089533235677258,-0.6093963056858536,-0.6337453463740379,-1.0725420233986107,-0.5604923054591046,0
0.08304939640902642,-0.16603371830013702,-0.2127032256796058,-0.026469407148935493,-0.5711112981491493,-0.740836358643173,-0.5531798432399859,0
